,location,make_year,brand,model,price,km_driven,fuel_type,transmission,registration_year,insurance_type,no_of_seats,ownership,power,cc,mileage
0,ahmedabad,2021,Kia,Sonet,860000,30159,Petrol,  Automatic,2021,Comprehensive,5,First Owner,118.35,998.0,18.2
1,ahmedabad,2015,Maruti,Swift,475000,35000,Petrol,  Manual,2015,Comprehensive,5,First Owner,81.8,1197.0,20.4
2,ahmedabad,2019,Kia,Seltos,875000,54000,Petrol,  Manual,2019,Expired,5,First Owner,113.43,1497.0,16.8
3,ahmedabad,2022,Hyundai,Grand,675000,18000,Petrol,  Manual,2022,Comprehensive,5,First Owner,81.86,1197.0,20.7
4,ahmedabad,2019,Tata,Nexon,625000,37000,Diesel,  Manual,2019,Expired,5,First Owner,108.5,1497.0,21.5
5,ahmedabad,2016,Maruti,Wagon,375000,45000,Petrol,  Automatic,2017,Comprehensive,5,First Owner,67.0,998.0,20.51
6,ahmedabad,2021,Hyundai,Aura,725000,24000,Petrol,  Automatic,2021,Expired,5,First Owner,81.86,1197.0,20.1
7,ahmedabad,2019,Toyota,Glanza,590000,42000,Petrol,  Manual,2019,Expired,5,First Owner,81.8,1197.0,21.01
8,ahmedabad,2013,Maruti,Wagon,350000,18000,Petrol,  Manual,2013,Comprehensive,5,First Owner,67.04,998.0,20.51
9,ahmedabad,2022,Mahindra,XUV300,790000,40000,Diesel,  Manual,2022,Third Party,5,First Owner,115.05,1497.0,20.1
10,ahmedabad,2019,Maruti,Swift,575000,88000,Petrol,  Automatic,2019,Expired,5,First Owner,81.8,1197.0,21.21
11,ahmedabad,2015,Hyundai,Grand,450000,27000,Petrol,  Manual,2015,Expired,5,First Owner,82.0,1197.0,18.9
12,ahmedabad,2021,Hyundai,Grand,625000,39000,Petrol,  Manual,2021,Comprehensive,5,First Owner,81.86,1197.0,20.7
13,ahmedabad,2020,Renault,Duster,750000,35000,Petrol,  Manual,2020,Expired,5,First Owner,104.55,1498.0,16.42
14,ahmedabad,2020,Hyundai,Creta,1050000,55000,Petrol,  Automatic,2020,Expired,5,First Owner,121.3,1591.0,14.8
15,ahmedabad,2019,Hyundai,Creta,990000,48000,Petrol,  Automatic,2019,Comprehensive,5,Second Owner,121.3,1591.0,14.8
16,ahmedabad,2019,Hyundai,i20,650000,71000,Petrol,  Manual,2019,Expired,5,First Owner,81.86,1197.0,18.6
17,ahmedabad,2022,Maruti,Wagon,525000,26000,Petrol,  Manual,2022,Third Party,5,First Owner,67.05,998.0,21.79
18,ahmedabad,2016,Honda,City,550000,81000,Petrol,  Manual,2016,Expired,5,First Owner,117.3,1497.0,17.8
19,ahmedabad,2013,Hyundai,Grand,360000,76000,Diesel,  Manual,2013,Comprehensive,5,First Owner,70.0,1120.0,24.0
20,ahmedabad,2018,Maruti,Ignis,440000,81000,Petrol,  Automatic,2018,Comprehensive,5,First Owner,81.8,1197.0,20.89
21,ahmedabad,2020,Honda,WR-V,625000,50000,Petrol,  Manual,2020,Expired,5,First Owner,88.5,1199.0,16.5
22,ahmedabad,2015,Hyundai,i20,525000,79000,Petrol,  Manual,2016,Expired,5,First Owner,81.83,1197.0,18.6
23,ahmedabad,2016,Hyundai,Grand,459000,36441,Petrol,  Manual,2016,Comprehensive,5,First Owner,81.86,1197.0,18.9
24,ahmedabad,2014,Honda,City,475000,65000,Petrol,  Manual,2014,Comprehensive,5,First Owner,117.3,1497.0,17.4
25,ahmedabad,2020,Hyundai,Grand,615000,52000,Petrol,  Manual,2020,Comprehensive,5,First Owner,81.86,1197.0,20.7
26,ahmedabad,2019,Hyundai,Creta,1140000,19000,Petrol,  Automatic,2019,Expired,5,First Owner,121.3,1591.0,14.8
27,ahmedabad,2015,Hyundai,Grand,395000,83000,Petrol,  Manual,2015,Comprehensive,5,First Owner,82.0,1197.0,18.9
28,ahmedabad,2019,Maruti,Swift,536000,79250,Petrol,  Manual,2019,Comprehensive,5,First Owner,85.8,1197.0,18.6
29,ahmedabad,2021,Renault,Triber,537000,57892,Petrol,  Manual,2022,Third Party,7,First Owner,71.01,999.0,20.0
30,ahmedabad,2014,Hyundai,i20,395000,71000,Petrol,  Manual,2014,Expired,5,First Owner,81.83,1197.0,18.6
31,ahmedabad,2016,Maruti,Baleno,450000,87000,Petrol,  Manual,2016,Expired,5,First Owner,83.1,1197.0,21.4
32,ahmedabad,2022,Hyundai,i20,810000,6392,Petrol,  Manual,2022,Third Party,5,First Owner,81.8,1197.0,21.0
33,ahmedabad,2021,Maruti,Swift,630000,27000,Petrol,  Manual,2021,Expired,5,First Owner,88.5,1197.0,22.41
34,ahmedabad,2017,Honda,City,775000,81000,Petrol,  Manual,2017,Comprehensive,5,First Owner,117.3,1497.0,17.8
35,ahmedabad,2014,Hyundai,i20,475000,73000,Petrol,  Manual,2014,Expired,5,First Owner,82.85,1197.0,18.5
36,ahmedabad,2021,Volkswagen,Taigun,1153000,29809,Petrol,  Manual,2021,Comprehensive,5,First Owner,113.98,999.0,19.2
37,ahmedabad,2017,Honda,WR-V,725000,61000,Diesel,  Manual,2018,Expired,5,First Owner,98.6,1498.0,25.5
38,ahmedabad,2021,Renault,Triber,478000,25792,Petrol,  Manual,2021,Expired,7,First Owner,71.01,999.0,20.0
39,ahmedabad,2014,Honda,Brio,315000,88000,Petrol,  Manual,2014,Expired,5,First Owner,86.8,1198.0,19.4
40,ahmedabad,2018,Maruti,Alto,328000,14679,Petrol,  Manual,2018,Comprehensive,5,First Owner,46.3,796.0,19.7
41,ahmedabad,2020,Hyundai,i20,647000,30035,Petrol,  Manual,2020,Comprehensive,5,First Owner,81.83,1197.0,18.6
42,ahmedabad,2015,Maruti,S,550000,72000,Diesel,  Manual,2016,Expired,5,First Owner,88.5,1248.0,23.65
43,ahmedabad,2018,Honda,Brio,417000,12482,Petrol,  Manual,2018,Comprehensive,5,First Owner,86.8,1198.0,19.4
44,ahmedabad,2019,Honda,Amaze,602000,19525,Petrol,  Manual,2019,Comprehensive,5,First Owner,86.7,1198.0,17.8
45,ahmedabad,2017,Maruti,Baleno,525000,62000,Petrol,  Manual,2017,Comprehensive,5,First Owner,83.1,1197.0,21.4
46,ahmedabad,2020,Hyundai,Aura,640000,34000,Petrol,  Manual,2020,Comprehensive,5,First Owner,81.86,1197.0,20.5
47,ahmedabad,2018,Maruti,Ignis,501999,32753,Petrol,  Manual,2019,Comprehensive,5,First Owner,81.8,1197.0,20.89
48,ahmedabad,2014,Maruti,Swift,420000,81456,Diesel,  Manual,2014,Comprehensive,5,First Owner,74.0,1248.0,28.4
49,ahmedabad,2016,Nissan,Micra,395000,65000,Petrol,  Automatic,2016,Comprehensive,5,First Owner,76.0,1198.0,19.34
50,ahmedabad,2017,Hyundai,i20,580000,57266,Petrol,  Manual,2017,Expired,5,First Owner,81.83,1197.0,18.6
51,ahmedabad,2015,Maruti,Wagon,350000,38000,Petrol,  Manual,2015,Comprehensive,5,Second Owner,67.04,998.0,20.51
52,ahmedabad,2017,Honda,City,825000,73000,Diesel,  Manual,2017,Expired,5,First Owner,97.9,1498.0,25.6
53,ahmedabad,2021,Hyundai,i20,750000,47000,Diesel,  Manual,2021,Expired,5,First Owner,98.63,1493.0,25.0
54,ahmedabad,2014,Honda,Amaze,340000,81000,Diesel,  Manual,2014,Comprehensive,5,First Owner,98.6,1498.0,25.8
55,ahmedabad,2014,Honda,Amaze,384000,62511,Petrol,  Manual,2014,Comprehensive,5,First Owner,86.7,1198.0,17.8
56,ahmedabad,2016,Maruti,Baleno,479000,36336,Diesel,  Manual,2016,Comprehensive,5,First Owner,74.0,1248.0,27.39
57,ahmedabad,2020,Tata,Altroz,550000,56000,Petrol,  Manual,2020,Expired,5,Second Owner,86.83,1199.0,19.33
58,ahmedabad,2017,Maruti,Alto,335000,64677,Petrol,  Manual,2017,Comprehensive,5,First Owner,47.3,796.0,24.7
59,ahmedabad,2011,Toyota,Etios,340000,63000,Petrol,  Manual,2012,Comprehensive,5,First Owner,88.7,1496.0,17.6
60,ahmedabad,2023,Hyundai,i20,1111000,19000,Petrol,  Automatic,2024,Third Party,5,First Owner,118.41,998.0,20.25
61,ahmedabad,2016,Maruti,S,625000,48000,Diesel,  Manual,2016,Comprehensive,5,First Owner,88.5,1248.0,23.65
62,ahmedabad,2018,Tata,Hexa,745000,80000,Diesel,  Automatic,2018,Expired,7,Second Owner,153.86,2179.0,14.0
63,ahmedabad,2019,Hyundai,Grand,511000,70324,Petrol,  Manual,2019,Comprehensive,5,First Owner,81.86,1197.0,18.9
64,ahmedabad,2018,Hyundai,i20,639000,58508,Petrol,  Manual,2018,Comprehensive,5,First Owner,81.83,1197.0,18.6
65,ahmedabad,2016,Honda,City,507000,62417,Petrol,  Manual,2016,Comprehensive,5,Second Owner,117.6,1497.0,17.4
66,ahmedabad,2014,Honda,Amaze,370000,70000,Diesel,  Manual,2014,Expired,5,First Owner,98.6,1498.0,25.8
67,ahmedabad,2019,Hyundai,Grand,542000,67897,Petrol,  Manual,2019,Comprehensive,5,First Owner,81.86,1197.0,18.9
68,ahmedabad,2021,Tata,Nexon,825000,18189,Petrol,  Manual,2021,Zero Dep,5,First Owner,118.36,1199.0,17.57
69,ahmedabad,2020,Kia,Sonet,910000,50206,Petrol,  Automatic,2020,Comprehensive,5,First Owner,118.35,998.0,18.2
70,ahmedabad,2016,Honda,Brio,375000,39000,Petrol,  Manual,2016,Comprehensive,5,First Owner,86.8,1198.0,19.4
71,ahmedabad,2019,Hyundai,Grand,507000,91645,Petrol,  Manual,2019,Comprehensive,5,First Owner,81.86,1197.0,18.9
72,ahmedabad,2020,Hyundai,Santro,384000,123378,Petrol,  Manual,2020,Comprehensive,5,First Owner,68.07,1086.0,20.3
73,ahmedabad,2022,Maruti,Ignis,466000,25771,Petrol,  Manual,2023,Comprehensive,5,First Owner,81.8,1197.0,20.89
74,ahmedabad,2018,Hyundai,Creta,1051000,74701,Petrol,  Manual,2019,Comprehensive,5,First Owner,121.3,1591.0,15.8
75,ahmedabad,2014,Hyundai,i20,343000,53001,Petrol,  Manual,2014,Third Party,5,Second Owner,82.85,1197.0,18.5
76,ahmedabad,2023,Hyundai,Grand,650000,22000,Petrol,  Manual,2023,Comprehensive,5,First Owner,81.86,1197.0,20.7
77,ahmedabad,2019,Hyundai,Grand,525000,87000,Petrol,  Manual,2019,Comprehensive,5,First Owner,81.86,1197.0,18.9
78,ahmedabad,2018,Hyundai,Grand,482000,24129,Petrol,  Manual,2018,Comprehensive,5,First Owner,81.86,1197.0,18.9
79,ahmedabad,2021,Hyundai,Grand,598000,24347,Petrol,  Manual,2021,Comprehensive,5,First Owner,81.86,1197.0,18.9
80,ahmedabad,2021,Maruti,Ignis,606000,21648,Petrol,  Manual,2021,Comprehensive,5,First Owner,81.8,1197.0,20.89
81,ahmedabad,2019,Maruti,Dzire,569000,51004,Petrol,  Manual,2019,Comprehensive,5,First Owner,80.0,1197.0,24.79
82,ahmedabad,2020,Maruti,Baleno,513999,58522,Petrol,  Manual,2020,Expired,5,Second Owner,81.8,1197.0,21.01
83,ahmedabad,2012,Honda,Brio,283000,46702,Petrol,  Manual,2012,Comprehensive,5,First Owner,86.8,1198.0,19.4
84,ahmedabad,2012,Honda,Brio,287000,43753,Petrol,  Manual,2012,Comprehensive,5,First Owner,86.8,1198.0,19.4
85,ahmedabad,2021,Skoda,Kushaq,1051000,80446,Petrol,  Manual,2022,Comprehensive,5,First Owner,113.98,999.0,19.76
86,ahmedabad,2017,Hyundai,i20,539000,86446,Petrol,  Manual,2017,Third Party,5,First Owner,81.83,1197.0,18.6
87,ahmedabad,2017,Hyundai,i20,545000,45200,Petrol,  Manual,2017,Expired,5,First Owner,81.86,1197.0,17.19
88,ahmedabad,2016,Tata,Zest,375000,94000,Petrol,  Manual,2016,Comprehensive,5,First Owner,88.7,1193.0,17.57
89,ahmedabad,2016,Hyundai,Creta,700000,75000,Petrol,  Manual,2016,Comprehensive,5,First Owner,121.3,1591.0,13.0
90,ahmedabad,2012,Nissan,Sunny,300000,69787,Petrol,  Manual,2012,Comprehensive,5,First Owner,97.6,1498.0,16.95
91,ahmedabad,2015,Hyundai,Grand,391000,92394,Petrol,  Manual,2016,Expired,5,First Owner,82.0,1197.0,18.9
92,ahmedabad,2023,Maruti,Swift,790000,45000,CNG,  Manual,2023,Third Party,5,First Owner,76.43,1197.0,18.0
93,ahmedabad,2015,Honda,Amaze,392000,83221,Petrol,  Manual,2015,Third Party,5,First Owner,86.7,1198.0,18.0
94,ahmedabad,2017,Maruti,Ciaz,515000,84306,Diesel,  Manual,2018,Comprehensive,5,Second Owner,88.5,1248.0,18.0
95,ahmedabad,2014,Tata,Zest,215000,114000,Diesel,  Automatic,2014,Expired,5,Third Owner,88.7,1248.0,21.58
96,ahmedabad,2020,Maruti,Swift,557000,32287,Petrol,  Manual,2021,Comprehensive,5,First Owner,85.8,1197.0,18.6
97,ahmedabad,2016,Hyundai,Grand,401000,31549,Petrol,  Manual,2016,Comprehensive,5,Second Owner,81.86,1197.0,18.9
98,ahmedabad,2018,Maruti,Ignis,390000,76938,Petrol,  Manual,2018,Third Party,5,Second Owner,81.8,1197.0,20.89
99,ahmedabad,2020,Hyundai,Grand,581000,30231,Petrol,  Manual,2020,Comprehensive,5,First Owner,81.86,1197.0,18.9
100,ahmedabad,2019,Maruti,Ciaz,639000,91832,Diesel,  Manual,2019,Comprehensive,5,First Owner,88.5,1248.0,18.0
101,ahmedabad,2020,Tata,Altroz,569000,69649,Petrol,  Manual,2020,Comprehensive,5,First Owner,86.83,1199.0,19.33
102,ahmedabad,2022,Hyundai,Creta,1175000,61000,Diesel,  Manual,2022,Third Party,5,First Owner,113.98,1493.0,18.0
103,ahmedabad,2017,Maruti,Dzire,534000,96374,Petrol,  Manual,2017,Comprehensive,5,First Owner,80.0,1197.0,24.79
104,ahmedabad,2019,Hyundai,Santro,451999,28402,Petrol,  Manual,2019,Comprehensive,5,First Owner,68.05,1086.0,20.3
105,ahmedabad,2021,Toyota,Innova,1989999,67000,Diesel,  Manual,2022,Comprehensive,7,First Owner,148.0,2393.0,14.0
106,ahmedabad,2021,Maruti,Celerio,507000,33375,Petrol,  Manual,2021,Comprehensive,5,First Owner,65.71,998.0,24.97
107,ahmedabad,2015,Hyundai,i20,370000,91590,Petrol,  Manual,2015,Expired,5,Second Owner,81.83,1197.0,18.6
108,ahmedabad,2016,Honda,City,565000,57000,Petrol,  Manual,2016,Comprehensive,5,First Owner,117.3,1497.0,17.8
109,ahmedabad,2014,Hyundai,i10,350000,68000,Petrol,  Manual,2014,Expired,5,First Owner,68.05,1086.0,19.81
110,ahmedabad,2020,Maruti,Ciaz,725000,88000,Petrol,  Manual,2020,Expired,5,First Owner,103.25,1462.0,20.65
111,ahmedabad,2015,Hyundai,Grand,381000,64544,Petrol,  Manual,2015,Zero Dep,5,First Owner,82.0,1197.0,18.9
112,ahmedabad,2020,Ford,Freestyle,487000,111765,Petrol,  Manual,2020,Comprehensive,5,Second Owner,94.93,1194.0,18.5
113,ahmedabad,2020,Maruti,Baleno,607000,70299,Petrol,  Manual,2020,Third Party,5,First Owner,81.8,1197.0,21.01
114,ahmedabad,2013,Honda,Amaze,340000,94000,Petrol,  Manual,2013,Expired,5,First Owner,86.7,1198.0,18.0
115,ahmedabad,2021,Hyundai,Santro,474000,31156,Petrol,  Manual,2021,Comprehensive,5,Second Owner,68.05,1086.0,20.3
116,ahmedabad,2017,Maruti,Celerio,387000,72408,Petrol,  Manual,2017,Comprehensive,5,First Owner,67.05,998.0,21.63
117,ahmedabad,2017,Maruti,Ciaz,515000,103746,Diesel,  Manual,2018,Comprehensive,5,Second Owner,88.5,1248.0,18.0
118,ahmedabad,2015,Hyundai,Grand,378000,107764,Petrol,  Manual,2015,Comprehensive,5,Second Owner,81.86,1197.0,18.9
119,ahmedabad,2018,Maruti,Wagon,401000,10501,Petrol,  Manual,2018,Comprehensive,5,First Owner,81.8,1197.0,20.52
120,ahmedabad,2018,Hyundai,Grand,357000,44129,Petrol,  Manual,2018,Comprehensive,5,Second Owner,81.86,1197.0,18.9
121,ahmedabad,2022,Tata,Altroz,674000,28894,Petrol,  Automatic,2022,Third Party,5,First Owner,86.83,1199.0,18.5
122,ahmedabad,2017,Maruti,Baleno,463000,105518,Diesel,  Manual,2017,Comprehensive,5,First Owner,74.0,1248.0,27.39
123,ahmedabad,2021,Hyundai,Venue,842000,32817,Petrol,  Manual,2021,Comprehensive,5,First Owner,118.35,998.0,18.27
124,ahmedabad,2022,Hyundai,Creta,1650000,41000,Diesel,  Manual,2022,Comprehensive,5,First Owner,113.45,1493.0,18.0
125,ahmedabad,2016,Volkswagen,Vento,528000,93092,Diesel,  Manual,2016,Comprehensive,5,First Owner,103.6,1598.0,20.54
126,ahmedabad,2019,Maruti,Alto,359000,24504,Petrol,  Manual,2019,Comprehensive,5,First Owner,67.05,998.0,23.95
127,ahmedabad,2022,Tata,Tiago,649000,40935,Petrol,  Manual,2022,Comprehensive,5,First Owner,84.0,1199.0,23.84
128,ahmedabad,2020,Hyundai,Santro,413999,67300,Petrol,  Manual,2020,Comprehensive,5,First Owner,68.05,1086.0,20.3
129,ahmedabad,2019,Hyundai,i20,625000,70100,Petrol,  Manual,2019,Expired,5,First Owner,81.86,1197.0,18.6
130,ahmedabad,2019,Hyundai,i20,691000,21336,Petrol,  Manual,2019,Comprehensive,5,First Owner,81.83,1197.0,18.6
131,ahmedabad,2016,Honda,Jazz,430000,65000,Petrol,  Manual,2016,Comprehensive,5,First Owner,88.7,1199.0,18.7
132,ahmedabad,2011,Maruti,Wagon,239000,47967,Petrol,  Manual,2011,Comprehensive,5,First Owner,67.1,998.0,18.9
133,ahmedabad,2016,Honda,Amaze,451000,90925,Petrol,  Manual,2016,Expired,5,First Owner,86.7,1198.0,18.0
134,ahmedabad,2015,Nissan,Micra,375000,64000,Petrol,  Manual,2016,Expired,5,First Owner,75.0,1198.0,18.44
135,ahmedabad,2015,Hyundai,Grand,400000,55000,Petrol,  Manual,2015,Comprehensive,5,First Owner,82.0,1197.0,18.9
136,ahmedabad,2017,Maruti,Baleno,595000,78000,Petrol,  Manual,2017,Expired,5,First Owner,83.1,1197.0,21.4
137,ahmedabad,2019,Tata,Tiago,490000,58000,Petrol,  Automatic,2020,Expired,5,First Owner,83.83,1199.0,23.84
138,ahmedabad,2018,Hyundai,EON,342000,58034,Petrol,  Manual,2018,Comprehensive,5,First Owner,65.12,814.0,22.0
139,ahmedabad,2018,Datsun,GO,260000,36628,Petrol,  Manual,2018,Comprehensive,5,First Owner,67.05,1198.0,19.02
140,ahmedabad,2016,Mahindra,KUV,355000,24291,Petrol,  Manual,2017,Comprehensive,6,First Owner,82.0,1198.0,18.15
141,ahmedabad,2022,Maruti,Wagon,463000,42105,Petrol,  Manual,2022,Third Party,5,First Owner,65.71,998.0,24.35
142,ahmedabad,2018,Maruti,Celerio,397000,60701,Petrol,  Manual,2019,Comprehensive,5,First Owner,67.05,998.0,21.63
143,ahmedabad,2015,Maruti,Ciaz,564000,43255,Petrol,  Manual,2015,Comprehensive,5,First Owner,91.1,1373.0,20.73
144,ahmedabad,2020,Hyundai,i20,557000,36066,Petrol,  Manual,2020,Comprehensive,5,Second Owner,81.83,1197.0,18.6
145,ahmedabad,2013,Ford,Ecosport,407000,43828,Petrol,  Manual,2013,Comprehensive,5,Second Owner,123.37,999.0,18.88
146,ahmedabad,2021,Maruti,Wagon,575000,10000,Petrol,  Manual,2021,Comprehensive,5,First Owner,67.05,998.0,21.79
147,ahmedabad,2022,Maruti,Ignis,492000,28809,Diesel,  Manual,2022,Comprehensive,5,First Owner,74.0,1248.0,26.8
148,ahmedabad,2018,Maruti,Dzire,546000,44730,Petrol,  Manual,2018,Expired,5,First Owner,80.0,1197.0,24.79
149,ahmedabad,2019,Hyundai,i20,590000,45324,Petrol,  Manual,2019,Comprehensive,5,First Owner,81.83,1197.0,18.6
150,ahmedabad,2017,Ford,Ecosport,483000,57591,Petrol,  Manual,2017,Comprehensive,5,First Owner,110.4,1499.0,15.85
151,ahmedabad,2017,Maruti,Ignis,491000,37562,Petrol,  Manual,2017,Comprehensive,5,First Owner,81.8,1197.0,20.89
152,ahmedabad,2022,Hyundai,Venue,863000,49499,Petrol,  Manual,2022,Comprehensive,5,First Owner,118.35,998.0,18.0
153,ahmedabad,2015,Honda,Jazz,475000,85000,Diesel,  Manual,2016,Comprehensive,5,First Owner,98.6,1498.0,27.3
154,ahmedabad,2021,Renault,KWID,368000,45366,Petrol,  Manual,2021,Comprehensive,5,Second Owner,67.0,999.0,21.74
155,ahmedabad,2015,Hyundai,Grand,422000,67361,Petrol,  Manual,2015,Comprehensive,5,First Owner,81.86,1197.0,18.9
156,ahmedabad,2020,Renault,Triber,546000,44924,Petrol,  Manual,2020,Comprehensive,7,First Owner,71.01,999.0,20.0
157,ahmedabad,2018,Honda,Amaze,575000,64000,Petrol,  Manual,2018,Expired,5,First Owner,86.7,1198.0,17.8
158,ahmedabad,2018,Maruti,Celerio,463999,30206,Petrol,  Manual,2018,Expired,5,First Owner,67.05,998.0,21.63
159,ahmedabad,2018,Nissan,Micra,375000,49000,Petrol,  Manual,2018,Comprehensive,5,First Owner,67.04,1198.0,19.69
160,ahmedabad,2016,Honda,Brio,310000,42539,Petrol,  Manual,2016,Comprehensive,5,First Owner,86.8,1198.0,19.4
161,ahmedabad,2015,Hyundai,EON,268000,34050,Petrol,  Manual,2015,Comprehensive,5,First Owner,55.2,814.0,21.1
162,ahmedabad,2014,Honda,Amaze,392000,106163,Petrol,  Manual,2014,Comprehensive,5,First Owner,88.5,1199.0,18.6
163,ahmedabad,2018,Honda,Jazz,446000,46095,Petrol,  Manual,2018,Comprehensive,5,Second Owner,88.5,1199.0,17.1
164,ahmedabad,2020,Volkswagen,Vento,750000,111219,Petrol,  Automatic,2020,Comprehensive,5,First Owner,108.62,999.0,16.35
165,ahmedabad,2017,Maruti,Celerio,380000,61774,Petrol,  Manual,2017,Expired,5,First Owner,67.05,998.0,21.63
166,ahmedabad,2021,Hyundai,i20,847000,47792,Petrol,  Automatic,2021,Expired,5,First Owner,118.36,998.0,20.28
167,ahmedabad,2020,Hyundai,Santro,501999,44170,CNG,  Manual,2021,Comprehensive,5,First Owner,59.18,1086.0,18.0
168,ahmedabad,2015,Hyundai,i20,554000,36839,Petrol,  Manual,2015,Comprehensive,5,First Owner,81.83,1197.0,18.6
169,ahmedabad,2015,Maruti,Alto,325000,56000,CNG,  Manual,2016,Third Party,4,First Owner,58.3,998.0,20.0
170,ahmedabad,2020,Renault,KWID,342000,13898,Petrol,  Manual,2020,Expired,5,First Owner,53.26,799.0,22.25
171,ahmedabad,2019,Hyundai,Grand,591000,48826,Petrol,  Manual,2019,Comprehensive,5,First Owner,81.86,1197.0,18.9
172,ahmedabad,2020,Renault,Triber,530000,74700,Petrol,  Manual,2020,Expired,7,First Owner,72.0,999.0,20.0
173,ahmedabad,2017,Maruti,Alto,299000,45893,Petrol,  Manual,2017,Comprehensive,5,First Owner,46.3,796.0,19.7
174,ahmedabad,2016,Maruti,Alto,244000,48723,Petrol,  Manual,2016,Third Party,5,Second Owner,47.33,796.0,22.05
175,ahmedabad,2021,MG,Hector,1475000,19000,Petrol,  Automatic,2021,Zero Dep,5,First Owner,141.0,1451.0,13.96
176,ahmedabad,2015,Honda,Amaze,395000,66934,Petrol,  Manual,2015,Comprehensive,5,First Owner,86.7,1198.0,17.8
177,ahmedabad,2018,Honda,Jazz,480000,66619,Petrol,  Manual,2018,Comprehensive,5,Second Owner,88.5,1199.0,17.1
178,ahmedabad,2016,Maruti,Celerio,382000,17363,Petrol,  Automatic,2016,Comprehensive,5,First Owner,65.71,998.0,26.0
179,ahmedabad,2023,Tata,Tiago,633000,9330,Petrol,  Manual,2023,Comprehensive,5,First Owner,84.0,1199.0,23.84
180,ahmedabad,2020,Maruti,Wagon,422000,26359,Petrol,  Manual,2020,Zero Dep,5,First Owner,67.05,998.0,21.79
181,ahmedabad,2017,Honda,City,695000,60000,Petrol,  Manual,2017,Expired,5,First Owner,117.3,1497.0,17.8
182,ahmedabad,2011,Honda,City,350000,75000,Petrol,  Manual,2011,Expired,5,First Owner,119.76,1497.0,17.0
183,ahmedabad,2017,Hyundai,Grand,467000,31149,Petrol,  Manual,2017,Expired,5,First Owner,81.86,1197.0,18.9
184,ahmedabad,2019,Maruti,Alto,310000,47829,Petrol,  Manual,2019,Comprehensive,5,Second Owner,46.3,796.0,19.7
185,ahmedabad,2020,Maruti,Alto,312000,65045,Petrol,  Manual,2020,Zero Dep,5,First Owner,47.33,796.0,22.05
186,ahmedabad,2023,Skoda,Kushaq,1132000,25812,Petrol,  Manual,2023,Comprehensive,5,First Owner,147.51,1498.0,18.6
187,ahmedabad,2016,Hyundai,Grand,450000,42000,Petrol,  Manual,2016,Comprehensive,5,First Owner,82.0,1197.0,18.9
188,ahmedabad,2021,Tata,Tiago,611000,12684,Petrol,  Automatic,2021,Comprehensive,5,First Owner,83.83,1199.0,23.84
189,ahmedabad,2017,Maruti,Swift,500000,68000,Diesel,  Manual,2017,Comprehensive,5,First Owner,74.02,1248.0,28.4
190,ahmedabad,2021,Maruti,Baleno,537000,53054,Petrol,  Manual,2021,Third Party,5,First Owner,81.8,1197.0,21.01
191,ahmedabad,2018,Maruti,Alto,256999,104554,Petrol,  Manual,2018,Comprehensive,5,Second Owner,47.3,796.0,24.7
192,ahmedabad,2021,Maruti,Alto,334000,48769,Petrol,  Manual,2021,Zero Dep,5,First Owner,47.33,796.0,22.05
193,ahmedabad,2010,Honda,Jazz,225000,65000,Petrol,  Manual,2010,Expired,5,Second Owner,95.84,1198.0,16.0
194,ahmedabad,2018,Hyundai,Grand,430999,13916,Petrol,  Manual,2018,Comprehensive,5,Second Owner,81.86,1197.0,18.9
195,ahmedabad,2019,Maruti,Alto,308000,56771,Petrol,  Manual,2019,Comprehensive,5,Second Owner,67.05,998.0,23.95
196,ahmedabad,2015,Maruti,Celerio,287000,42083,Petrol,  Manual,2016,Comprehensive,5,First Owner,67.04,998.0,23.1
197,ahmedabad,2013,Maruti,Ritz,297000,45929,Petrol,  Manual,2014,Comprehensive,5,First Owner,85.8,1197.0,18.5
198,ahmedabad,2018,Mahindra,Marazzo,600000,98000,Diesel,  Manual,2018,Comprehensive,8,First Owner,121.0,1497.0,17.3
199,ahmedabad,2021,Renault,Triber,442000,44103,Petrol,  Manual,2021,Third Party,7,Second Owner,71.01,999.0,20.0
200,ahmedabad,2018,Maruti,Dzire,536000,68949,Petrol,  Manual,2018,Expired,5,First Owner,80.0,1197.0,24.79
201,ahmedabad,2022,Maruti,Baleno,743000,29111,Diesel,  Manual,2023,Comprehensive,5,First Owner,74.0,1248.0,27.39
202,ahmedabad,2018,Maruti,Baleno,575000,75000,Petrol,  Automatic,2018,Comprehensive,5,First Owner,83.1,1197.0,21.4
203,ahmedabad,2012,Honda,Brio,225999,79187,Petrol,  Manual,2012,Comprehensive,5,Second Owner,86.8,1198.0,19.4
204,ahmedabad,2017,Honda,Jazz,399000,93341,Petrol,  Manual,2017,Comprehensive,5,First Owner,88.7,1199.0,18.7
205,ahmedabad,2016,Hyundai,Grand,393000,101688,Petrol,  Manual,2017,Comprehensive,5,First Owner,81.86,1197.0,18.9
206,ahmedabad,2019,Renault,Triber,568000,45681,Petrol,  Manual,2020,Zero Dep,7,First Owner,71.01,999.0,20.0
207,ahmedabad,2014,Hyundai,Xcent,375000,61000,Petrol,  Manual,2014,Expired,5,First Owner,81.86,1197.0,19.1
208,ahmedabad,2014,Honda,Mobilio,325000,87404,Diesel,  Manual,2014,Expired,7,Third Owner,98.6,1498.0,24.2
