,location,make_year,brand,model,price,km_driven,fuel_type,transmission,registration_year,insurance_type,no_of_seats,ownership,power,cc,mileage
1414,bangalore,2022,Hyundai,i20,825000,42000,Petrol,  Manual,2022,Third Party,5,First Owner,81.8,1197.0,21.0
1415,bangalore,2016,Honda,Jazz,511000,48016,Petrol,  Manual,2016,Expired,5,Second Owner,88.5,1199.0,17.1
1416,bangalore,2019,Maruti,Ciaz,745000,33121,Petrol,  Manual,2019,Comprehensive,5,First Owner,103.25,1462.0,21.56
1417,bangalore,2016,Ford,Ecosport,620000,98000,Diesel,  Manual,2017,Expired,5,First Owner,98.59,1498.0,22.77
1418,bangalore,2018,Maruti,Ciaz,697000,65856,Petrol,  Automatic,2018,Comprehensive,5,Second Owner,91.1,1373.0,19.12
1419,bangalore,2022,Hyundai,i20,832000,41546,Petrol,  Manual,2022,Comprehensive,5,First Owner,118.41,998.0,20.0
1420,bangalore,2016,Maruti,Baleno,594000,66261,Petrol,  Manual,2016,Comprehensive,5,First Owner,83.1,1197.0,21.4
1421,bangalore,2017,Mercedes-Benz,GLA,2300000,40000,Petrol,  Automatic,2017,Expired,5,First Owner,375.0,1991.0,14.0
1422,bangalore,2016,Maruti,Ertiga,865000,88000,Diesel,  Manual,2016,Comprehensive,7,First Owner,88.5,1248.0,24.52
1423,bangalore,2018,Hyundai,i20,765000,55000,Petrol,  Manual,2018,Comprehensive,5,First Owner,81.83,1197.0,18.6
1424,bangalore,2016,Hyundai,i20,775000,32000,Petrol,  Manual,2017,Expired,5,First Owner,81.86,1197.0,17.19
1425,bangalore,2017,Mahindra,TUV,625000,128000,Diesel,  Manual,2017,Comprehensive,7,First Owner,100.0,1493.0,18.49
1426,bangalore,2019,Hyundai,i20,685000,80000,Petrol,  Manual,2019,Expired,5,Third Owner,81.86,1197.0,18.6
1427,bangalore,2019,Hyundai,Xcent,501000,60558,Petrol,  Manual,2019,Comprehensive,5,Second Owner,81.86,1197.0,20.14
1428,bangalore,2021,Maruti,Baleno,800000,19577,Petrol,  Automatic,2021,Expired,5,First Owner,81.8,1197.0,19.56
1429,bangalore,2019,Audi,Q3,2395000,88881,Diesel,  Automatic,2019,Expired,5,First Owner,181.0,1968.0,14.0
1430,bangalore,2018,Hyundai,Creta,1049000,26000,Petrol,  Manual,2018,Third Party,5,First Owner,121.3,1591.0,13.0
1431,bangalore,2018,Maruti,Ciaz,785000,43000,Petrol,  Automatic,2018,Comprehensive,5,First Owner,103.25,1462.0,20.04
1432,bangalore,2023,Nissan,Magnite,706000,29014,Petrol,  Manual,2023,Comprehensive,5,First Owner,71.01,999.0,19.35
1433,bangalore,2012,Hyundai,i20,425000,80880,Diesel,  Manual,2012,Comprehensive,5,First Owner,111.68,1396.0,23.0
1434,bangalore,2019,Maruti,Ertiga,994999,34053,Petrol,  Manual,2019,Comprehensive,7,Second Owner,103.0,1462.0,19.34
1435,bangalore,2020,Maruti,Wagon,509999,52369,Petrol,  Manual,2020,Comprehensive,5,Second Owner,67.05,998.0,21.79
1436,bangalore,2008,Toyota,Corolla,245000,120215,Petrol,  Manual,2008,Comprehensive,5,First Owner,143.52,1794.0,13.4
1437,bangalore,2017,Maruti,Baleno,680000,53000,Petrol,  Manual,2017,Expired,5,Second Owner,83.1,1197.0,21.4
1438,bangalore,2020,Maruti,Vitara,944999,65000,Petrol,  Manual,2020,Comprehensive,5,First Owner,103.26,1462.0,17.03
1439,bangalore,2019,Hyundai,Venue,866000,52351,Diesel,  Manual,2019,Comprehensive,5,Second Owner,88.7,1396.0,23.7
1440,bangalore,2017,Tata,Tiago,495000,72000,Petrol,  Automatic,2018,Expired,5,First Owner,83.83,1199.0,23.84
1441,bangalore,2012,Audi,A6,1495000,110000,Diesel,  Automatic,2012,Expired,5,First Owner,174.33,1968.0,14.0
1442,bangalore,2019,Maruti,Ciaz,625000,68000,Petrol,  Manual,2019,Comprehensive,5,Second Owner,91.1,1373.0,20.73
1443,bangalore,2018,Maruti,Baleno,725000,35324,Petrol,  Automatic,2018,Expired,5,Second Owner,83.1,1197.0,21.4
1444,bangalore,2014,Mahindra,XUV500,740000,89000,Diesel,  Manual,2015,Expired,7,First Owner,140.0,2179.0,15.1
1445,bangalore,2017,Maruti,S,755000,70000,Diesel,  Manual,2017,Comprehensive,5,First Owner,88.5,1248.0,23.65
1446,bangalore,2016,Hyundai,Creta,875000,39000,Petrol,  Manual,2016,Comprehensive,5,Second Owner,121.3,1591.0,13.0
1447,bangalore,2017,Maruti,Ciaz,610000,58951,Petrol,  Automatic,2017,Expired,5,First Owner,91.1,1373.0,19.12
1448,bangalore,2023,Jeep,Compass,3199000,7200,Diesel,  Automatic,2023,Comprehensive,5,First Owner,168.0,1956.0,14.9
1449,bangalore,2019,Skoda,Octavia,1801000,63000,Petrol,  Automatic,2019,Comprehensive,5,First Owner,178.0,1798.0,15.1
1450,bangalore,2021,Maruti,XL6,1235000,58780,Petrol,  Automatic,2021,Comprehensive,6,First Owner,103.2,1462.0,18.0
1451,bangalore,2017,Jeep,Compass,1375000,57977,Diesel,  Manual,2017,Expired,5,First Owner,170.0,1956.0,17.1
1452,bangalore,2020,Land,Rover,5395000,32000,Diesel,  Automatic,2020,Comprehensive,5,First Owner,246.74,1997.0,14.0
1453,bangalore,2019,Maruti,Baleno,685000,48000,Petrol,  Manual,2019,Comprehensive,5,First Owner,81.8,1197.0,21.01
1454,bangalore,2023,Hyundai,Creta,1650000,7000,Petrol,  Manual,2023,Comprehensive,5,First Owner,113.18,1497.0,17.0
1455,bangalore,2019,Maruti,Ciaz,675000,113000,Petrol,  Automatic,2019,Comprehensive,5,Second Owner,103.25,1462.0,20.28
1456,bangalore,2019,BMW,X1,3345000,47067,Diesel,  Automatic,2020,Comprehensive,5,First Owner,188.0,1995.0,20.68
1457,bangalore,2019,Honda,Amaze,580000,69989,Petrol,  Manual,2019,Expired,5,First Owner,88.76,1199.0,19.5
1458,bangalore,2016,Maruti,Baleno,574000,62742,Petrol,  Automatic,2016,Comprehensive,5,First Owner,83.1,1197.0,21.4
1459,bangalore,2021,Tata,Harrier,1848999,48375,Diesel,  Automatic,2021,Comprehensive,5,First Owner,167.67,1956.0,14.6
1460,bangalore,2016,Hyundai,Verna,665000,68978,Petrol,  Manual,2016,Comprehensive,5,First Owner,121.3,1591.0,17.01
1461,bangalore,2016,Maruti,Ciaz,604000,87878,Petrol,  Manual,2016,Comprehensive,5,First Owner,91.1,1373.0,20.73
1462,bangalore,2020,Kia,Seltos,1250000,63000,Diesel,  Manual,2020,Expired,5,First Owner,113.43,1493.0,20.8
1463,bangalore,2018,Skoda,Superb,1775000,48000,Petrol,  Automatic,2018,Comprehensive,5,Second Owner,177.46,1798.0,14.67
1464,bangalore,2017,Hyundai,i20,725000,61000,Diesel,  Manual,2017,Comprehensive,5,First Owner,88.73,1396.0,22.54
1465,bangalore,2015,Fiat,Punto,325000,76000,Petrol,  Manual,2015,Comprehensive,5,Third Owner,67.0,1172.0,15.7
1466,bangalore,2023,Tata,Nexon,1335000,23700,Electric,  Automatic,2023,Third Party,5,First Owner,127.0,0.1,20.0
1467,bangalore,2019,Maruti,Vitara,925000,126673,Diesel,  Manual,2019,Expired,5,First Owner,88.5,1248.0,24.3
1468,bangalore,2018,Maruti,Baleno,679000,60420,Petrol,  Manual,2018,Comprehensive,5,First Owner,83.1,1197.0,21.4
1469,bangalore,2015,Honda,Jazz,545000,52168,Petrol,  Manual,2015,Comprehensive,5,First Owner,88.7,1199.0,18.7
1470,bangalore,2021,Mercedes-Benz,A-Class,4895000,6000,Petrol,  Automatic,2022,Comprehensive,5,First Owner,160.92,1332.0,18.0
1471,bangalore,2014,Maruti,Ertiga,646000,50006,Petrol,  Manual,2014,Comprehensive,7,Second Owner,93.7,1373.0,16.02
1472,bangalore,2019,Honda,WR-V,894999,10000,Petrol,  Manual,2019,Comprehensive,5,First Owner,88.7,1199.0,17.5
1473,bangalore,2015,Maruti,S,695000,65000,Diesel,  Manual,2015,Comprehensive,5,First Owner,88.5,1248.0,25.1
1474,bangalore,2021,Mercedes-Benz,A-Class,3500000,13700,Petrol,  Automatic,2021,Comprehensive,5,Second Owner,160.92,1332.0,18.0
1475,bangalore,2018,Maruti,Ciaz,750000,62536,Petrol,  Automatic,2018,Comprehensive,5,First Owner,91.1,1373.0,19.12
1476,bangalore,2022,Renault,KWID,520000,14000,Petrol,  Manual,2022,Comprehensive,5,First Owner,67.0,999.0,21.74
1477,bangalore,2017,Renault,Duster,595000,82000,Petrol,  Manual,2017,Comprehensive,5,Third Owner,104.5,1498.0,14.19
1478,bangalore,2019,Hyundai,Creta,1110000,23110,Petrol,  Automatic,2019,Expired,5,Second Owner,121.3,1591.0,14.8
1479,bangalore,2021,MG,Hector,1575000,81000,Diesel,  Manual,2021,Comprehensive,5,Second Owner,167.68,1956.0,13.0
1480,bangalore,2020,Maruti,Swift,735000,29000,Petrol,  Manual,2020,Comprehensive,5,First Owner,81.8,1197.0,22.0
1481,bangalore,2023,Hyundai,Verna,1675000,9093,Petrol,  Automatic,2023,Comprehensive,5,First Owner,157.57,1482.0,20.6
1482,bangalore,2012,Renault,Duster,575000,71000,Diesel,  Manual,2012,Expired,5,Second Owner,108.45,1461.0,19.01
1483,bangalore,2017,Maruti,Ciaz,585000,102000,Petrol,  Manual,2017,Comprehensive,5,Second Owner,91.1,1373.0,20.73
1484,bangalore,2020,Maruti,Ciaz,799000,122512,Petrol,  Manual,2020,Comprehensive,5,First Owner,103.25,1462.0,20.65
1485,bangalore,2024,Toyota,Fortuner,3850000,23000,Diesel,  Manual,2024,Comprehensive,7,First Owner,201.15,2755.0,14.0
1486,bangalore,2016,Maruti,Baleno,562000,77411,Diesel,  Manual,2016,Comprehensive,5,First Owner,74.0,1248.0,27.39
1487,bangalore,2016,Maruti,Baleno,700000,37000,Petrol,  Manual,2016,Comprehensive,5,Second Owner,83.1,1197.0,21.4
1488,bangalore,2018,Jeep,Compass,1300000,89000,Diesel,  Manual,2019,Comprehensive,5,First Owner,170.0,1956.0,17.1
1489,bangalore,2018,Skoda,Rapid,675000,71000,Diesel,  Manual,2018,Comprehensive,5,Second Owner,108.6,1498.0,21.13
1490,bangalore,2017,Hyundai,Creta,925000,68000,Petrol,  Manual,2017,Comprehensive,5,Second Owner,121.3,1591.0,15.8
1491,bangalore,2018,Maruti,Vitara,944999,121918,Diesel,  Manual,2018,Expired,5,First Owner,88.5,1248.0,24.3
1492,bangalore,2016,Maruti,Ciaz,785000,30346,Petrol,  Automatic,2017,Expired,5,Second Owner,91.1,1373.0,19.12
1493,bangalore,2014,Mahindra,Xylo,585000,75000,Diesel,  Manual,2014,Expired,8,First Owner,118.3,2179.0,14.02
1494,bangalore,2019,Maruti,Ciaz,745000,49000,Petrol,  Manual,2019,Comprehensive,5,Second Owner,103.25,1462.0,21.56
1495,bangalore,2019,Maruti,Ignis,635000,35000,Petrol,  Manual,2019,Expired,5,First Owner,81.8,1197.0,20.89
1496,bangalore,2017,Maruti,Ertiga,742000,78208,Petrol,  Manual,2018,Comprehensive,7,First Owner,101.65,1462.0,20.51
1497,bangalore,2024,Kia,Seltos,2064999,8300,Petrol,  Automatic,2024,Comprehensive,5,First Owner,157.81,1482.0,17.9
1498,bangalore,2017,Hyundai,Creta,865000,39000,Petrol,  Manual,2017,Comprehensive,5,First Owner,121.3,1591.0,15.29
1499,bangalore,2018,Maruti,S,890000,50000,Diesel,  Manual,2018,Comprehensive,5,First Owner,88.5,1248.0,25.1
1500,bangalore,2016,Hyundai,Grand,465000,81599,Petrol,  Manual,2016,Comprehensive,5,Second Owner,82.0,1197.0,18.9
1501,bangalore,2019,Honda,Amaze,550000,90000,Petrol,  Automatic,2019,Expired,5,First Owner,88.76,1199.0,19.0
1502,bangalore,2018,Maruti,Baleno,695000,79121,Diesel,  Manual,2018,Comprehensive,5,First Owner,74.0,1248.0,27.39
1503,bangalore,2018,Maruti,Ciaz,745000,51042,Diesel,  Manual,2018,Expired,5,Second Owner,88.5,1248.0,28.09
1504,bangalore,2023,Tata,Tiago,730000,10000,Electric,  Automatic,2023,Expired,5,First Owner,60.34,0.1,20.0
1505,bangalore,2020,Kia,Seltos,1015000,39702,Petrol,  Manual,2020,Expired,5,Second Owner,113.43,1497.0,16.8
1506,bangalore,2018,Hyundai,Verna,844999,58000,Petrol,  Manual,2018,Expired,5,Second Owner,121.3,1591.0,17.0
1507,bangalore,2017,Hyundai,Creta,819999,54360,Petrol,  Manual,2017,Comprehensive,5,First Owner,121.3,1591.0,13.0
1508,bangalore,2023,MG,Comet,785000,7200,Electric,  Automatic,2024,Expired,4,First Owner,41.42,0.1,20.0
1509,bangalore,2019,Hyundai,Grand,600000,65899,Petrol,  Automatic,2019,Expired,5,First Owner,81.86,1197.0,18.9
1510,bangalore,2013,Honda,Amaze,430000,42000,Petrol,  Manual,2013,Comprehensive,5,First Owner,86.7,1198.0,18.0
1511,bangalore,2018,Maruti,Ignis,549000,73043,Petrol,  Manual,2018,Comprehensive,5,First Owner,81.8,1197.0,20.89
1512,bangalore,2023,Tata,Harrier,1595000,16000,Diesel,  Manual,2023,Third Party,5,First Owner,167.67,1956.0,16.35
1513,bangalore,2013,Skoda,Superb,650000,59000,Petrol,  Manual,2013,Expired,5,Second Owner,157.75,1798.0,13.7
1514,bangalore,2007,Mitsubishi,Montero,745000,101000,Diesel,  Manual,2007,Comprehensive,7,First Owner,199.3,3200.0,11.56
1515,bangalore,2017,Maruti,Baleno,675000,73000,Petrol,  Automatic,2017,Comprehensive,5,First Owner,81.8,1197.0,19.56
1516,bangalore,2016,Maruti,Baleno,600000,75000,Petrol,  Manual,2016,Comprehensive,5,First Owner,83.1,1197.0,21.4
1517,bangalore,2016,Maruti,Baleno,525000,56000,Petrol,  Automatic,2016,Expired,5,Third Owner,83.1,1197.0,21.4
1518,bangalore,2015,Maruti,S,725000,36000,Diesel,  Manual,2015,Comprehensive,5,First Owner,88.5,1248.0,23.65
1519,bangalore,2022,Mahindra,XUV300,950000,20000,Petrol,  Manual,2022,Expired,5,First Owner,108.62,1197.0,16.82
1520,bangalore,2017,Maruti,Ertiga,875000,57000,Petrol,  Manual,2017,Comprehensive,7,Second Owner,91.1,1373.0,17.5
1521,bangalore,2016,Maruti,S,775000,49849,Diesel,  Manual,2016,Comprehensive,5,First Owner,88.5,1248.0,23.65
1522,bangalore,2020,Maruti,Ciaz,975000,27000,Petrol,  Manual,2020,Comprehensive,5,First Owner,103.25,1462.0,20.65
1523,bangalore,2021,Hyundai,Tucson,2290000,27000,Petrol,  Automatic,2021,Comprehensive,5,First Owner,150.19,1999.0,12.95
1524,bangalore,2013,Skoda,Rapid,515000,43618,Petrol,  Manual,2013,Expired,5,First Owner,103.5,1598.0,15.0
1525,bangalore,2013,Mahindra,Ssangyong,825000,106921,Diesel,  Automatic,2013,Expired,7,Second Owner,184.0,2696.0,11.18
1526,bangalore,2020,Maruti,Swift,790000,52000,Diesel,  Manual,2020,Comprehensive,5,First Owner,74.0,1248.0,28.4
1527,bangalore,2013,Mini,Cooper,1745000,29000,Petrol,  Automatic,2013,Comprehensive,4,Third Owner,181.0,1598.0,13.6
1528,bangalore,2017,Volvo,S60,1795000,87526,Diesel,  Automatic,2017,Expired,5,Second Owner,190.0,1969.0,27.03
1529,bangalore,2012,Maruti,Ertiga,640000,94466,Diesel,  Manual,2012,Expired,7,Second Owner,88.76,1248.0,20.77
1530,bangalore,2015,Maruti,S,700000,65000,Diesel,  Manual,2015,Comprehensive,5,First Owner,118.0,1598.0,22.7
1531,bangalore,2023,Kia,Sonet,1390000,15000,Petrol,  Automatic,2023,Comprehensive,5,First Owner,118.36,998.0,18.3
1532,bangalore,2015,Maruti,Swift,397000,75220,Petrol,  Manual,2015,Comprehensive,5,Third Owner,88.5,1197.0,22.38
1533,bangalore,2011,Mitsubishi,Outlander,575000,100100,Petrol,  Automatic,2011,Comprehensive,5,Second Owner,188.8,2360.0,11.3
1534,bangalore,2016,BMW,X3,2445000,92000,Diesel,  Automatic,2016,Expired,5,Second Owner,187.7,1995.0,14.0
1535,bangalore,2020,Maruti,Ciaz,990000,27000,Petrol,  Manual,2020,Comprehensive,5,First Owner,103.25,1462.0,20.65
1536,bangalore,2016,Hyundai,Grand,535000,64000,Petrol,  Manual,2016,Comprehensive,5,Second Owner,82.0,1197.0,18.9
1537,bangalore,2021,Honda,City,1145000,40000,Petrol,  Manual,2021,Comprehensive,5,First Owner,119.35,1498.0,18.6
1538,bangalore,2016,Skoda,Rapid,550000,132665,Diesel,  Manual,2016,Comprehensive,5,Second Owner,103.52,1498.0,21.14
1539,bangalore,2017,Hyundai,i20,665000,45364,Petrol,  Manual,2017,Comprehensive,5,First Owner,81.83,1197.0,18.6
1540,bangalore,2018,Maruti,Swift,635000,91000,Petrol,  Automatic,2018,Comprehensive,5,First Owner,81.8,1197.0,22.0
1541,bangalore,2018,Mercedes-Benz,GLS,5846000,75000,Diesel,  Automatic,2018,Expired,7,Second Owner,258.0,2987.0,14.0
1542,bangalore,2017,Mercedes-Benz,GLC,3894000,46500,Diesel,  Automatic,2017,Expired,5,First Owner,167.6,2143.0,14.0
1543,bangalore,2017,Honda,Jazz,630000,45000,Petrol,  Automatic,2017,Comprehensive,5,Second Owner,88.7,1199.0,19.0
1544,bangalore,2017,Honda,Jazz,625000,61000,Petrol,  Automatic,2017,Comprehensive,5,Second Owner,88.7,1199.0,19.0
1545,bangalore,2016,Skoda,Rapid,595000,155000,Petrol,  Manual,2017,Comprehensive,5,Second Owner,103.52,1598.0,15.0
1546,bangalore,2014,Mahindra,Ssangyong,650000,122000,Diesel,  Automatic,2014,Third Party,7,Third Owner,184.0,2696.0,11.18
1547,bangalore,2016,Maruti,Baleno,625000,31605,Petrol,  Manual,2016,Comprehensive,5,First Owner,81.8,1197.0,21.01
1548,bangalore,2016,Volkswagen,CrossPolo,535000,85250,Petrol,  Manual,2016,Expired,5,First Owner,74.0,1198.0,16.47
1549,bangalore,2019,Honda,City,941000,24949,Diesel,  Manual,2019,Zero Dep,5,Second Owner,97.9,1498.0,25.6
1550,bangalore,2015,Maruti,Swift,565000,117000,Diesel,  Manual,2015,Expired,5,Second Owner,74.0,1248.0,25.2
1551,bangalore,2012,BMW,3,800000,80000,Petrol,  Automatic,2012,Expired,5,Third Owner,154.0,1995.0,14.0
1552,bangalore,2016,Hyundai,i20,548000,61000,Petrol,  Manual,2017,Comprehensive,5,Third Owner,81.83,1197.0,18.6
1553,bangalore,2018,Renault,Duster,944999,88000,Diesel,  Manual,2019,Expired,5,First Owner,108.45,1461.0,19.6
1554,bangalore,2014,Honda,City,550000,59319,Petrol,  Manual,2014,Comprehensive,5,First Owner,116.3,1497.0,16.8
1555,bangalore,2015,Jaguar,XF,1925000,69000,Diesel,  Automatic,2016,Third Party,5,Second Owner,187.7,2179.0,14.0
1556,bangalore,2014,Maruti,Ertiga,775000,100000,Diesel,  Manual,2014,Comprehensive,7,First Owner,88.76,1248.0,20.77
1557,bangalore,2017,Skoda,Rapid,723000,95693,Diesel,  Automatic,2017,Comprehensive,5,First Owner,108.6,1498.0,21.72
1558,bangalore,2015,Maruti,Ciaz,500000,71589,Petrol,  Manual,2015,Expired,5,Second Owner,91.1,1373.0,20.73
1559,bangalore,2013,Hyundai,Grand,405000,79207,Petrol,  Manual,2013,Comprehensive,5,Second Owner,82.0,1197.0,18.9
1560,bangalore,2010,Ford,Endeavour,525000,126000,Diesel,  Manual,2010,Expired,7,Third Owner,141.0,2499.0,13.1
1561,bangalore,2016,Renault,Pulse,395000,26000,Petrol,  Manual,2016,Comprehensive,5,First Owner,74.93,1198.0,18.06
1562,bangalore,2017,Maruti,S,675000,115263,Diesel,  Manual,2017,Comprehensive,5,First Owner,88.5,1248.0,23.65
1563,bangalore,2013,Skoda,Rapid,530000,87705,Petrol,  Automatic,2013,Comprehensive,5,First Owner,105.0,1598.0,14.3
1564,bangalore,2015,Skoda,Rapid,565000,85000,Diesel,  Manual,2015,Comprehensive,5,Second Owner,103.52,1498.0,21.14
1565,bangalore,2015,Maruti,Ertiga,810000,31000,Diesel,  Manual,2015,Comprehensive,7,First Owner,88.76,1248.0,20.77
1566,bangalore,2012,Mercedes-Benz,S-Class,2095000,101000,Diesel,  Automatic,2012,Expired,5,Third Owner,282.0,2987.0,14.0
1567,bangalore,2017,Skoda,Superb,1950000,32000,Petrol,  Automatic,2017,Comprehensive,5,Second Owner,177.46,1798.0,14.67
1568,bangalore,2023,Jeep,Compass,3195000,18200,Diesel,  Automatic,2023,Comprehensive,5,First Owner,168.0,1956.0,14.9
1569,bangalore,2019,Kia,Seltos,1265000,55710,Petrol,  Automatic,2019,Comprehensive,5,First Owner,113.42,1497.0,16.8
1570,bangalore,2023,Maruti,Celerio,554000,23323,Petrol,  Manual,2023,Zero Dep,5,First Owner,65.71,998.0,25.24
1571,bangalore,2020,Renault,Triber,599000,8829,Petrol,  Manual,2020,Comprehensive,7,First Owner,72.0,999.0,20.0
1572,bangalore,2021,Kia,Seltos,938000,43640,Petrol,  Manual,2021,Comprehensive,5,First Owner,113.43,1497.0,16.8
1573,bangalore,2016,Hyundai,Grand,540000,55000,Petrol,  Manual,2016,Comprehensive,5,First Owner,82.0,1197.0,18.9
1574,bangalore,2019,Hyundai,Grand,558000,26640,Petrol,  Manual,2019,Comprehensive,5,First Owner,81.86,1197.0,18.9
1575,bangalore,2020,Kia,Seltos,1450000,49635,Petrol,  Manual,2020,Expired,5,First Owner,138.08,1353.0,16.5
1576,bangalore,2013,Nissan,Sunny,375000,105000,Petrol,  Manual,2013,Comprehensive,5,Second Owner,97.7,1498.0,16.95
1577,bangalore,2016,Hyundai,Grand,525000,79900,Petrol,  Manual,2017,Expired,5,First Owner,82.0,1197.0,18.9
1578,bangalore,2022,Maruti,S-Presso,512000,21419,CNG,  Manual,2022,Comprehensive,4,First Owner,55.92,998.0,20.0
1579,bangalore,2022,Kia,Seltos,1600000,68000,Diesel,  Automatic,2022,Expired,5,Second Owner,113.43,1493.0,18.0
1580,bangalore,2018,Hyundai,Creta,990000,26000,Petrol,  Manual,2018,Expired,5,Second Owner,121.3,1591.0,15.8
1581,bangalore,2010,Skoda,Laura,495000,104946,Petrol,  Manual,2010,Comprehensive,5,First Owner,157.8,1798.0,13.4
1582,bangalore,2013,Hyundai,i10,317000,83452,Petrol,  Manual,2013,Comprehensive,5,First Owner,78.9,1197.0,20.36
1583,bangalore,2015,Hyundai,i10,320000,67072,Petrol,  Manual,2015,Third Party,5,First Owner,68.05,1086.0,19.81
1584,bangalore,2016,Honda,City,660000,72000,Petrol,  Automatic,2016,Expired,5,Second Owner,117.3,1497.0,18.0
1585,bangalore,2018,Renault,KWID,379000,20240,Petrol,  Manual,2018,Expired,5,First Owner,67.0,999.0,23.01
1586,bangalore,2020,Kia,Seltos,1047000,35639,Petrol,  Manual,2020,Comprehensive,5,First Owner,113.43,1497.0,16.8
1587,bangalore,2020,Kia,Seltos,1281000,58962,Petrol,  Manual,2020,Comprehensive,5,First Owner,113.43,1353.0,16.8
1588,bangalore,2016,Hyundai,i20,593000,47163,Petrol,  Manual,2016,Comprehensive,5,First Owner,81.83,1197.0,18.6
1589,bangalore,2021,Renault,Triber,852999,33976,Petrol,  Manual,2021,Comprehensive,7,First Owner,71.01,999.0,20.0
1590,bangalore,2023,Maruti,Alto,515000,10000,Petrol,  Manual,2023,Comprehensive,5,First Owner,65.71,998.0,24.39
1591,bangalore,2021,Audi,Q8,8900000,24000,Petrol,  Automatic,2021,Comprehensive,5,First Owner,335.25,2995.0,14.0
1592,bangalore,2020,Kia,Sonet,1150000,54048,Diesel,  Automatic,2021,Comprehensive,5,First Owner,114.41,1493.0,18.0
1593,bangalore,2018,Renault,KWID,365000,50641,Petrol,  Manual,2018,Comprehensive,5,First Owner,67.0,999.0,23.01
1594,bangalore,2020,Kia,Seltos,969000,55551,Petrol,  Manual,2020,Comprehensive,5,First Owner,113.43,1497.0,16.8
1595,bangalore,2018,Hyundai,i20,679000,44175,Petrol,  Manual,2018,Comprehensive,5,Second Owner,81.83,1197.0,18.6
1596,bangalore,2023,MG,Hector,2285000,19103,Petrol,  Automatic,2023,Comprehensive,6,First Owner,141.04,1451.0,12.34
1597,bangalore,2021,Tata,Nexon,1007000,19473,Petrol,  Automatic,2021,Comprehensive,5,First Owner,118.36,1199.0,16.35
1598,bangalore,2018,Maruti,Vitara,844999,81000,Diesel,  Manual,2018,Comprehensive,5,Second Owner,88.5,1248.0,24.3
1599,bangalore,2021,Renault,Kiger,855000,26164,Petrol,  Automatic,2021,Comprehensive,5,First Owner,98.63,999.0,18.24
1600,bangalore,2023,Maruti,Baleno,832000,19785,Diesel,  Manual,2023,Comprehensive,5,First Owner,74.0,1248.0,27.39
1601,bangalore,2021,MG,Hector,1599000,27968,Petrol,  Automatic,2021,Comprehensive,5,First Owner,141.0,1451.0,13.96
1602,bangalore,2019,Hyundai,i20,625000,35534,Petrol,  Manual,2019,Expired,5,First Owner,81.86,1197.0,18.6
1603,bangalore,2016,Maruti,Alto,328000,52480,Petrol,  Automatic,2016,Comprehensive,5,Second Owner,67.05,998.0,23.95
1604,bangalore,2015,Maruti,Swift,520000,60000,Diesel,  Manual,2015,Comprehensive,5,First Owner,74.0,1248.0,25.2
1605,bangalore,2019,Hyundai,Creta,1271000,11967,Petrol,  Automatic,2019,Third Party,5,First Owner,121.3,1591.0,14.8
1606,bangalore,2019,Ford,Ecosport,849000,41000,Petrol,  Manual,2019,Expired,5,First Owner,123.24,999.0,18.88
1607,bangalore,2020,MG,Gloster,3232000,37000,Diesel,  Automatic,2021,Comprehensive,6,Second Owner,215.01,1996.0,12.4
1608,bangalore,2023,Kia,Carens,1275000,17000,Petrol,  Manual,2023,Comprehensive,7,First Owner,113.42,1497.0,18.0
1609,bangalore,2018,Maruti,Baleno,698000,60407,Diesel,  Manual,2018,Comprehensive,5,First Owner,74.0,1248.0,27.39
1610,bangalore,2018,Hyundai,i20,650000,32261,Petrol,  Manual,2018,Expired,5,Second Owner,81.83,1197.0,18.6
1611,bangalore,2015,Hyundai,Grand,498000,55997,Petrol,  Automatic,2015,Comprehensive,5,First Owner,82.0,1197.0,18.9
1612,bangalore,2015,Maruti,Swift,465000,44800,Petrol,  Manual,2015,Comprehensive,5,Second Owner,81.8,1197.0,21.21
1613,bangalore,2022,Kia,Seltos,1645000,51538,Petrol,  Manual,2022,Comprehensive,5,First Owner,138.08,1353.0,16.5
1614,bangalore,2016,Ford,Ecosport,691000,18500,Petrol,  Manual,2016,Expired,5,First Owner,121.36,1497.0,17.0
1615,bangalore,2018,Hyundai,EON,374000,64635,Petrol,  Manual,2018,Comprehensive,5,First Owner,55.2,814.0,21.1
1616,bangalore,2011,Maruti,Ritz,335000,56314,Diesel,  Manual,2011,Comprehensive,5,Second Owner,73.9,1248.0,21.1
1617,bangalore,2020,Hyundai,Venue,874000,35966,Petrol,  Automatic,2020,Comprehensive,5,First Owner,118.35,998.0,18.15
1618,bangalore,2019,Renault,KWID,365000,87431,Petrol,  Automatic,2019,Comprehensive,5,Second Owner,67.0,999.0,24.04
1619,bangalore,2016,Honda,City,795000,52159,Petrol,  Automatic,2016,Comprehensive,5,First Owner,117.3,1497.0,18.0
1620,bangalore,2018,Hyundai,Grand,507000,49215,Petrol,  Manual,2019,Comprehensive,5,First Owner,81.86,1197.0,18.9
1621,bangalore,2018,Hyundai,i20,649000,34025,Petrol,  Manual,2018,Comprehensive,5,First Owner,81.86,1197.0,18.6
1622,bangalore,2018,Honda,Amaze,695000,36000,Petrol,  Automatic,2019,Comprehensive,5,First Owner,88.76,1199.0,19.0
